,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
33075,12313481,236409853.0,2018-02-19,155105352.0,Jeff,location newer development oslo building complex end extension reaching water near train station opera house advertised location excellent little quiet good restaurants nearby little limited patrons live community hardly 10 minute walk thriving part city center view unit even first floor end excellent unit clean modern well laid travel essentials including toilet paper soap coffees amenities nice visiting another country several units complex listed airbnb sorting somewhat confusing map exactly complex might helpful host kevin able relocate us four bedroom three bedroom better accommodate group group 8 adults great experience couple days oslo overall would definitely consider renting town,0.9812,couple days
33129,12405011,75389522.0,2016-05-21,69907350.0,Rob,enjoyed stay two nights kamilla apartment much friendly let us sleep fine lits chemeaux bed sleeping room br liked talks kamilla evening work friendly young lady nice sense humor spoke english perfectly br enjoyed playing young cat victoria already rather big kitten 13 weeks br br although use much breakfast facilities allowed use everything freezer coffee maker etc etc br give us feeling home could use facilities bath room naturally br say would happy would welcome situation would occur visit norway oslo br br bus stop 200m right city parking car problem maybe kamilla tell possibilities br note somewhat every oslo city center nearby suburbs one pay parking br br thanks lot kamilla made stay oslo honorable one saw king quite nearby br br rob,0.9851,two nights
33135,12405011,82371697.0,2016-06-27,74843975.0,Morgane,kamilla great host really enjoyed stay appartement absolutly great clean stayed 3 nights room really private br beside kamilla gave us many informations go oslo br location appartement 30min walk center bus right front appartement worries br really recommend kamilla appartement,0.9381,3 nights
33136,12405011,82620247.0,2016-06-28,32698773.0,Katja,host canceled reservation 56 days arrival automated posting,0.0,reservation 56 days
33137,12405011,83122577.0,2016-07-01,72786250.0,Andrew,staying kamilla great loved close apartment local park nature trails kind hostess many laughs dinner get meet cat bed amazingly comfortable area quiet moved city days staying kamilla noise street bother find wanting anything due closeness local market would definitely stay would absolutely recommend others,0.9694,days
33138,12405011,83742934.0,2016-07-04,46953616.0,Paweł,really enjoyed stay kamila appartement good stayed 2 nights kamila appartement room shared kitchen bathroom br kamilla great friendly helpful host gave us informations go oslo watched home euro 2016 semi final br location appartement 30 min walk center bus 200m front appartement br felt like home think home without cat house kamila cat social played cat br strongly recommend kamilla appartement br br,0.9788,2 nights
33140,12405011,85738886.0,2016-07-13,16754385.0,Lisa,kamilla nice host gave us information come place also advice things location good closed center 10 min bus supermarket 5 min flat clean conform description could use tea coffee breakfast cat friendly pleasant time br recommend place perfect week end oslo,0.9643,week end
33143,12405011,88614631.0,2016-07-25,74949765.0,Leandro,stayed three nights kamilla apartment first find took wrong bus fact close bus stop takes 10 min go center bus apartment comfortable kamilla provided us everything need chance meet managed anyway give us place asked us chores away,0.0,three nights
33162,12405011,455903378.0,2019-05-20,92959819.0,Áron,spent couple days oslo kamilla place really close city centre couple minutes bus also doable foot nice park nearby super nice helpfull fun br great time br br thanks,0.9628,couple days
33207,12408520,98157438.0,2016-08-29,5914935.0,Irina,stayed mari andreas place days end august little son apartment beautiful big bright quickly becomes home away home location easy find close train station middle everywhere within 10min centrum 10min trendy grunerlokka 2 min grocery stores 13min back train station cant beat walked everywhere stroller perfectly situated bonus small balcony perfect early morning coffee late night beverage live like prince ss heart oslo thank mari andreas,0.9772,days end
33228,12408520,182276666.0,2017-08-14,3623784.0,Betsy,mari place beautiful pictures location perfect nice stay oslo close town restaurants shops directions stayed weekend perfect would definitely stay,0.9501,weekend
33235,12408520,190450292.0,2017-09-04,22442629.0,Amber,mari andreas apartment perfect mix charming rustic yet urban perfectly located steps oslo city center quiet family friendly street overlooking church schoolyard apartment worked great 1 year old especially enjoyed eating balcony church bells ringing weekend mari extremely communicative helped us make stay really feel like home especially baby highly recommended,0.9813,1 year old
33269,12408520,483320018.0,2019-07-07,30435441.0,Irina,location good centaral enjoyed quiet sunday evening local pizza restaurant coffee balcony morning old building magnificent miss visit old cemetery wooden houses quarter oldest church town around corner check seamless communication host perfect,0.9217,sunday
33283,12408520,514016400.0,2019-08-20,23035780.0,Stephanie,traveling full week apartment provided important respite beautiful spot 15 minutes walk train station central location large gorgeous living room calm breakfast beautiful little balcony nice homey feel great little touches glad stayed br br one thing keep mind bedroom right next school yard expect sleep weekday school year,0.9757,full week
33311,12408520,647555732.0,2020-08-07,172298367.0,Hilde,cozy apartment grand old building early 1800s full antiques personal touches perfect weekend stay oslo centrally located still fairly quiet kitchen little cramped plan lot cooking closets use owners expect live suitcase good value money best suited shorter stays,0.9451,early 1800s
33316,12408520,655855046.0,2020-08-24,15419393.0,Keith,mari place one stylish apartments stayed furniture must many decades old apartment everything need kitchen basics location better everything wanted see within walking distance addition plenty bars restaurants thanks amazing stay,0.8625,decades
33328,12408520,766865102.0,2021-06-06,17562219.0,Philip,amazing city apartment heart oslo easy communication hosts thanks anja leiv great place kids well equipped well fast wifi cherry top spending evening little balcony warm summers day sunset light peaking urban landscape highly recommended,0.9657,summers day
33345,12408520,4.32301333188821e+17,2021-08-19,2232342.0,Vincent And Niels,stayed 2 nights mari house great time apartment beautiful original high ceilings wooden panels perfectly located walking distance sites downtown also used lot scooters go places would definitely recommend place,0.9623,2 nights
33356,12408520,4.650099980949507e+17,2021-10-03,32731891.0,Lena,really beautiful flat close city center nice hosts perfect travelling kids also weekend trip friends,0.9299,weekend
33369,12408520,5.266369131043196e+17,2021-12-27,12567963.0,Chelsea,lovely 5 days mari would highly recommend especially traveling children mari everything needed 7mo helped meant less needed lug us quaint full character,0.7645,5 days
33384,12408520,6.055347043382644e+17,2022-04-15,11908810.0,John,briliiant place stay stayed 3 weeks work family joining th elast days great location quiet short walk everything want central oslo beautiful apartment nice traditional apartment block mari viviann excellent responsive hosts,0.9371,3 weeks
33406,12408520,6.737099407303644e+17,2022-07-18,2979908.0,Tori,loved apartment fantastic location lovely sunny space everything needed long weekend oslo hosts kind communicative walked everywhere needed go took public transport twice 10 10 would recommend,0.9638,long weekend
33436,12465949,110918836.0,2016-10-29,12840169.0,Alina,margit husband sweet greeted us warm felt like home straight away br studio inside beautiful house middle incredible nordic nature full privacy everything inside studio kitchen bathroom bedroom even table games br also great wake beautiful garden autumn trees br also drove oslo really close would surely recommend stay margit way oslo,0.9798,autumn
33442,12465949,156802520.0,2017-06-01,67565009.0,Martin,arrived late margit place br met friendly welcoming host apartment nice cozy clean comfy bed exactly needed long day work quiet area free parking well hesitate stay thanks letting stay,0.9501,long day
33461,12476157,226149918.0,2018-01-09,28527324.0,Wanfen,host canceled reservation 42 days arrival automated posting,0.0,reservation 42 days
33497,12526612,6.715427544402712e+17,2022-07-15,295567085.0,Jesse,definitely good choice family staying norway pretty much advertised top floor particular really nice seen photos br br item note ran door logical room parents stay close bed centimeter two large br br bit worried little away central town turn problem figure bus system simple get downtown edge urban area even 3 30am able find bus would get us train going airport,0.8313,3 30am
33502,12576246,175276571.0,2017-07-28,35037016.0,Brandon,petra awesome contacted last minute accommodating friendly offered many things help us oslo made us breakfast next day told us stuff place extremely convenient city center 12 15 minute walk oslo sentral train station 15 minute walk oslo harbor would definitely stay,0.9136,next day
33511,12586361,91953895.0,2016-08-07,81915658.0,Patrick,wife pleasant stay celines appartment 3 days quiet area everything necessary walking distance supermarket bus stop cafes celine helpful friendly host enjoyed stay lot,0.886,3 days
33528,12586361,237244206.0,2018-02-22,93665475.0,Sudipta,stay 52 days went absolutely perfect check easy celine always help whenever needed place beautiful backyard room spacious location also nice easily connected city centre 2 busses running around clock check easy,0.9687,52 days
33529,12586361,273817703.0,2018-06-07,157483312.0,Timothy,celine place amazing stayed month never got old room amazing kitchenette allowed make good variety meals super helpful whenever needed overall amazing host,0.9682,month
33531,12586361,277330129.0,2018-06-16,36412871.0,Bruno,celine kind helpful answered quick messages place good price cost benefit location also easy catch 2 bus go central good supermarkets nearby br thing maybe could improved bath uses boiler 5 7 minutes hot water need wait becomes hot wife needed wake earlier preparation winter could worst br said apartment good cost benefit,0.9674,earlier preparation winter
33532,12586361,278860044.0,2018-06-19,161743806.0,Josephine,host canceled reservation 74 days arrival automated posting,0.0,reservation 74 days
33543,12586361,531410520.0,2019-09-17,287777757.0,Virra,stayed celine place 4 nights hassle check responsives messages eventhough see celine entire stay fine everything needed however little problem toilet regretted host try fix since beginning told get worse celine offered use bathroom inside apartment good thing oh yes one thing note maybe yes mattress soft sometime want fell bed sleep side place much better expected especially kitchenette thanks celine,0.8241,4 nights
33545,12586361,565146587.0,2019-11-17,47212375.0,Valentina,living celine studio month everything perfect recommend warmly,0.836,month
33560,12651632,98752421.0,2016-09-01,5965338.0,Kristy,host canceled reservation 2 days arrival automated posting,0.0,reservation 2 days
33571,12651632,339897923.0,2018-10-22,50336537.0,Abner,blessing cold norway feel warmth true care companion kind gentle smily host one day come back norway sure choose place,0.9628,one day
33584,12651632,359562110.0,2018-12-17,41552772.0,K,short one day stay oslo kumiko provided comfortable place stay great travel tips town even time enjoy cup tea cake great hospitality convent location br k,0.9403,one day
33605,12651632,415307764.0,2019-02-22,1416258.0,Shane,kumiko best host ever many years using airbnb flat quiet comfortable super close metro station,0.9081,many years
33610,12651632,422468498.0,2019-03-11,233701444.0,Melanie,kumiko really amazing communication nice got warm welcome feeled like home made much room booked appartment really central calm night would allways come back kumiko hope next year,0.9586,next year
33624,12651632,438712136.0,2019-04-17,125703636.0,Nancy,kumiko hospitality superb warm hearted generous time interested conversations guests concerned guests well comfort days greeted back end day treat help relax one evening tea cake next tea lefse kumiko place probably best deal oslo addition extremely reasonable price night stay also fixes substantial breakfast morning leave leaves work coffee eggs fruit bread scandinavian open faced breakfast fixings cheese sliced ham cucumbers tomatoes pricey city like oslo staying kumiko airbnb made stay much less financially painful anyone meets kumiko fall love know,0.9871,comfort days
33639,12651632,465197280.0,2019-06-07,6017127.0,Krista,kumiko amazing host honored requests traveler aid provided tips oslo guide clean beautiful flat recuperate days walking treated us family assume guests remain grateful,0.9531,days
33641,12651632,471194599.0,2019-06-17,15647150.0,Patricia,totally recommend stay kumiko place expect better experience airbnb kumiko nice hostile arrived found really nice appartement everything need offered us coffee even made us breakfast one day knows go oslo best tipps everything also guide gave us map city could always ask needed something made us feel little bit like home place also room really nice bathroom apartment located 2min walk metro city center 10min even walked sometimes center nice walk lots shops cafes beautiful park next appartment wanna stay oslo kumikos appartment right one pick,0.9739,one day
33758,12651632,642511326.0,2020-07-26,75914355.0,Noor,nice welcoming host tea coffee ready came gave us map oslo tips go everything clean homely leave early morning next day breakfast 6 left highly recommend location 10mins away center still quiet nice sleep,0.9359,next day
33788,12651632,712589429.0,2020-11-30,44867381.0,Jo,kumiko best air bnb host ever stayed full interesting stories oslo offered daily matcha tea br br apartment spacious great bedroom bathroom maximum relaxation location perfectly situated next lively majorstuen close proximity many shops restaurants good transport links br br highly recommended,0.9788,daily
33870,12651632,5.265972503798624e+17,2021-12-27,179652106.0,Eve,kumiko fantastic host got late made dinner go cold night find store mentioned would seeing sights next day gave map recommended wonderful places apartment terrific spin span clean nice would highly recommend apartment 10 minutes walk downtown area,0.9612,next day
33886,12651632,5.577506974968714e+17,2022-02-08,212329164.0,Julia,kumiko great host apartment excellent location short walk big park castle many shops cafes offered tea arrived helped plan see next day would definitely return,0.8885,next day
33897,12651632,5.765704770439658e+17,2022-03-06,328411709.0,Federico,great place stay soon arrived gave us map overview main attractions city kind stay gave us croissants last day,0.8834,last day
33905,12651632,5.940118623863116e+17,2022-03-30,134580600.0,Antony,host polite friendly made effort make sure knew local routes best places even went trouble fixing us breakfast last day even though early start impressed loved stay,0.9325,last day
33965,12651632,6.925457394693181e+17,2022-08-13,252640846.0,Guerreiro,long layover oslo needed place stay night kumiko accommodating even made us lovely breakfast early flight next day bed comfortable bathroom highly recommend staying kumiko,0.8718,next day
33970,12651632,6.997654982314758e+17,2022-08-23,275178614.0,Rebecca,easy check central location lot sightseeing areas room cozy host quite lovely made us tea nice conversation night arrived next day came back sightseeing two plates watermelon ready us enjoy sweet thoughtful gesture relaxing vibe private bedroom bathroom area would definitely stay,0.9776,next day
33977,12651632,7.114347347276348e+17,2022-09-08,412756255.0,Vincent,kumiko consumate host pleasure stay several days earlier month little anxious get first turned ok room including bathroom lovely perfectly fine stay kumiko friendly hospitable offering coffee fruit couple mornings really expect lovely touch though bit way city center great walk welcomed could recommend kumiko host airbnb enough,0.9834,several days earlier month
33980,12666197,157821051.0,2017-06-04,27249660.0,Katrin,host canceled reservation 44 days arrival automated posting,0.0,reservation 44 days
33981,12666197,171353966.0,2017-07-17,124309614.0,Laura,spent 2 weeks virginie apartment turned really great location close lots restaurants bars best coffee ever tim wendelboe grocery stores everywhere walkable working opera house 20 min walk fine public transit extremely close preferred walk complaints simple maintenance issues thorough dusting needed happen mopping floor even though vacuumed appeared clean deep clean bathroom shower would nice br need sleep windows cracked get street noise course overall nice stay virginie easy communicate,0.9665,2 weeks
33993,12674866,78646481.0,2016-06-08,75585342.0,Kristjan,first time using airbnb really sure expect travelling needed place sleep two nights first impression really nice area arrived greeted ingunn friendly polite arrived happened making cake offered coffee described oslo area apartment quite private clean able use kitchen make food overall think quality bar professional accommodation,0.9308,two nights
34016,12674866,417795880.0,2019-02-28,32850854.0,Helena,ingunn nice flexible person allowed arrive one day get keys flexible tolerant takes good care house bedroom exactly pictures located nice calm cars,0.9509,one day
34017,12674866,530719352.0,2019-09-16,251719151.0,Anne-Marie,l appartement ingunn est tr agr able et lumineux l environnement est tr calme et il des espaces verts le parc vigeland est quelques minutes de marche il un petit supermarch quelques tres de l appartement proximit il les transports en commun la gare nsb de sk yen et les lignes de bus 30 31 20 pour se rendre au centre oslo ou vers lysaker fornebu snar ya,0.0,30 31
34044,12692818,99058871.0,2016-09-03,77595395.0,Christine,host canceled reservation day arrival automated posting,0.0,reservation day
34051,12692818,109059144.0,2016-10-19,4754113.0,Barbara,happy stay apartment two night visit oslo br br excellent location efficient apartment one get impression one lives apartment renting home feel everything worked well toilet paper missing hilde promptly bringing br br weather best bad courtyard neighbourhood general must fantastic summer,0.946,summer
34079,12692818,242184111.0,2018-03-11,62182359.0,Ilia,eivind place excellent superbly equipped located five weekend oslo place perfect us explore city book,0.8126,five weekend
34100,12692818,363702451.0,2018-12-29,28755001.0,Rachel,location close city centre great big bedroom en suite rooms small fine couple days close restaurants supermarket obviously lived used solely airbnb little rough around edges could tlc,0.7096,couple days
34113,12692818,475477155.0,2019-06-24,89881109.0,Areina,apartment ok large apartment complex buildings really packed tightly together stayed 3 nights 2 nights units parties lasted midnight spilled onto balconies one units directly across two bedrooms apartment br br bedrooms small listing says queen bed standard queen bed 3 inches larger standard double bed even master bedroom bed master bedroom standard double bed worn husband rolled middle bed wound sleeping sofa way listed bed 7th person plain sofa sofa bed worn one end br br curtains apartment need fixed front room curtains 1 three windows see holes others fell therefore privacy blocking sunlight also curtains one bedrooms falling wall br br kitchen dark dark little lighting counters cooking also lighting dining table low sitting reading computer br br extra linens towels pillows sheets needed minimum given emailed owner given one towel one hand towel per person one dishtowel pot mitts kitchen wanted extra sheets since sleeping sofa emailed back given eco reasons could wash units washer dryer one else ever complained ecological wash daily rather extra towels 2nd day 1 fitted sheet left table hall way br br need place sleep many people place job,-0.5106,3 nights
34119,12692818,543631240.0,2019-10-08,28287565.0,Niklas,wonderful location however exclusive city center apartment needs bit attention detail updated description unit located second floor surrounded closely apartment buildings limited privacy everyone look apartment plus could hear kids playing playground across street sorengkaia morning check would say furniture ikea nice looking cheap master bedroom ensuite bathroom shower second bathroom located main hallway enter apartment also washer dryer unit located nice surprise thought originally building 4 adults different schedules request additional rfid key us need enter actual building beds standard european size tight 2 adults order repeat similar issues previous review personally agree 100 comments areina june 2019 please scroll unit run airbnb owners need pay attention making sure exclusive standard would pay 1946usd 6 night stay property however positive note apartment super clean centrally located restaurants supermarkets opera house etc,0.9794,2019
34146,12720914,459976004.0,2019-05-28,1854613.0,Madigan & Magali,wonderful stay inga apartment clean cozy functional pleasure return end day also perfect location exploring oslo finally inga kind responsive host made feel welcome thank,0.9756,end day
34158,12733767,72619570.0,2016-05-04,55013408.0,Leszek,host canceled reservation 3 days arrival automated posting,0.0,reservation 3 days
34163,12733767,92211323.0,2016-08-08,25581170.0,Xavier,merci mari great welcome charming house would love come 1 month next year happy,0.9628,1 month next year
34179,12733767,262621465.0,2018-05-09,188664481.0,Annabel,host canceled reservation 227 days arrival automated posting,0.0,reservation 227 days
34194,12748468,72503829.0,2016-05-03,70175412.0,Michelle,host canceled reservation 2 days arrival automated posting,0.0,reservation 2 days
34218,12788274,434674611.0,2019-04-08,156397789.0,Álex,ubicaci n en un barrio con tiendas 20 minutos del centro zona tranquila el inconveniente que visto es que la cocina est muy poco preparada hay microondas ni horno poco ajuar de cocina para cocinar,0.0,zona
34221,12788274,450821117.0,2019-05-10,50660690.0,Julie,nice place oslo stay couple days br everything need go almost everywhere foot br groceries store near metro station br thanks,0.6908,couple days
34241,12788274,523769533.0,2019-09-04,80122463.0,Josh,start saying hans great clear communication little worried pick key 7 eleven knowing anything key storage pickup service process easy smooth 7 eleven right around corner br br place clean necessary amenities location great minutes walk street market parks river bars restaurants one big food halls 5 minute walk away bus tram service minute walk highly recommend focacceria around corner street quick bite br br bedroom basement surprise run number spiders bit problem sleeping comfort dealt ones saw say mean tolerant wife encountering three separate times decided sleep upstairs hans aware sure work prevent future issues br br also wanted mention one neighbors loud played absurdly loud music overnight early morning hours three nights sunday wednesday loud concerned hearing thought maybe missing secret dance club something obviously hans fault live major city used various levels noise although new level others may may want bring ear plugs noise canceling headphones concern br br know mention negative things mostly circumstantial think would necessarily affect others please keep mind hans great,0.9735,three nights
34255,12788274,619790616.0,2020-03-19,266725449.0,Tiiu,everything perfect described nicely decorated stylish cozy apartment clean visited around time everything quiet slept like angels good aura around something cant miss excellent location nice host good communication hans petter helpful coronavirus outbreak thankfully managed fly back home day early due airline cancellation ok br br highly recommend place br br ps never met thank much amazing person br keep,0.982,day
34265,12788274,5.461218128695417e+17,2022-01-23,152230360.0,Radhe,stayed hp place around 4 weeks well connected neighbour hook nice parks around take stroll hp kind enough order heater living room soon asked bathroom bedroom already heating kitchen well equipped whatever needed,0.8555,around 4 weeks
34268,12788274,6.569827602865652e+17,2022-06-25,178389740.0,Jesper,putting negatives top agree good stuff guests written neighbors building loud stayed many weeks work oslo even nights weekdays outside quiet hours could parties incredibly loud music could hear everything basement bedroom got crazy friends would scream br br non party nights neighbors would listen music strong base watch loud movies early ams first couple nights would turn banged wall nights stopped responding kept br br tell frequency parties since would leave oslo weekends host seemed able anything br br positives nice neighborhood lot outdoor seating loved close parks feel like trendy place br br clear might really like place either like easily disturbed going sleep stay non party period place well decorated things might want shorter stay eat lot great long term,0.991,first couple nights
34274,12864866,274150792.0,2018-06-08,191153678.0,Julie-Ann,lena home great place stay 2 weeks visit oslo clean modern comfortable lena excellent host helpful full useful local advice dog friendly well behaved whether lena home area residential close supermarkets takeaway pharmacy public transport nice places walk nearby everything needed lovely outdoor space sit lovely sunshine,0.9894,2 weeks
34284,12882627,93121424.0,2016-08-11,52519918.0,Charlotte,host canceled reservation 36 days arrival automated posting,0.0,reservation 36 days
34296,12882627,505344825.0,2019-08-09,335691.0,Pär,two sons stayed 5 days perfect fantastic location fast friendly helpful communication would love stay thank ingvild tina,0.9638,5 days
34310,12882627,6.787949289708221e+17,2022-07-25,25419615.0,Giuseppe,spent beautiful days around loved nature parks museums boats light till late night food expensive felt home tina house,0.8316,days
34317,12882819,140107908.0,2017-03-27,76405415.0,Isabelle,host canceled reservation 102 days arrival automated posting,0.0,reservation 102 days
34330,12882819,263276496.0,2018-05-11,151923596.0,Georges Noel,host canceled reservation 28 days arrival automated posting,0.0,reservation 28 days
34339,12882819,366824731.0,2019-01-03,221471903.0,Hege,peters appartement everything need perfect chill exploring oslo working part time place gives feeling freshness quietness space need home parking lot convenient value money stay week first experience airbnb thanks peter great communication hospitality definately use service warmly recommend apartement,0.9571,week
34362,12928556,5.874844190096156e+17,2022-03-21,43797512.0,Gilbert,stayed 4 nights david apartment perfect like home david recommend,0.8271,4 nights
34379,12930067,206147199.0,2017-10-24,23057153.0,Emma,host canceled reservation 32 days arrival automated posting,0.0,reservation 32 days
34389,12950662,424887682.0,2019-03-17,52277962.0,Kevin,absolutely perfect location seeing oslo apartment great style perfect spot catch friends make meals enjoy good company hosts helpful providing local knowledge surrounding area places see eat would perfect apartment winter summer saunas local swimming spots parking space also helpful flying torp,0.9847,winter summer
34403,12950662,585129250.0,2019-12-31,41615024.0,Gabriel,townhouse stone throw opera house soon close new munch museum scheduled open 2020 family one young child enjoyed stay immensely great home base urban explorers easy access greater oslo kitchen well equipped choose cook home otherwise grocery stores restaurants nearby easy access central railway station express train gardemoen international airport,0.9501,2020
34406,12950662,6.128660664867369e+17,2022-04-25,20676078.0,Cat,knut place amazing fab location right water lovely sunset restaurants bathing area summer brave spring super stylish clean helpful restaurant suggestions stay small bed comfortable one extra mattress provided,0.9792,summer
34424,12974692,101270000.0,2016-09-12,45454966.0,Bri,small modern apartment clean comfortable bed washer dryer bring detergent though host responsive kind helpful first day walked neighborhood near apartment complex sketchy next days found also close nicer parts oslo lively city least visited enjoyed stay would highly recommend apartment,0.9766,first day
34433,12974692,116959693.0,2016-12-04,74633595.0,Eyd,everything expected everything went smoothly clean central place comfortable bed would recommend stay anyone looking spend couple days oslo,0.8176,couple days
34440,12974692,130757697.0,2017-02-08,34225377.0,Lindsey,henrik place perfect boyfriend visiting friends sweden decided take three day detour oslo apartment clean conveniently located amenities needed including shower small kitchen complete toaster oven microwave stove convenience store outside got groceries day make breakfast also nice br br everything clean bed comfortable appreciated book recommendations location superb walking oslo offer oslo central station 5 7 minute walk away really enjoyed time norway big thanks hilde henrik helper well arranging convenient check check touch throughout stay,0.9879,three day
34515,12974692,234817280.0,2018-02-14,100277217.0,Frederick,wife found nice place great location near oslo central train station downtown shopping got everything need including washer dryer aware visit winter sidewalks always cleared snow oslo dragging luggage br train station make walk bit challenging overall comfortable space good location excellent price,0.9571,winter
34540,12974692,269889500.0,2018-05-28,28965622.0,Emma,fantastically located spacious flat easily accessible main station close buses trams access city amazing sights flat cosy comfortable balcony fantastic sitting evening making plans next days adventures helpful communicative hosts well place comes highly recommended,0.9661,next days
34560,12974692,319124059.0,2018-09-05,188238141.0,Gail (Cici),spent five lovely days oslo henrik condominium location could better within easy walking distance transportation hubs restaurants shopping condo plenty roomy three adults kitchen facilities great washer dryer added bonus communication keys etc easy would highly recommend anyone visiting oslo,0.9716,five lovely days
34563,12974692,323768251.0,2018-09-16,205873837.0,Belen,possibly due pictures expecting bigger apartment ok 2 people short stay oslo close metro station although expect walk empty blocks suitcase reach conveniently super market underneath complained host apartment properly clean said going check cleaning person kitchen drawers underneath bed dirty hand requested extra towels host offered send next day never received miss communication perhaps able turn heater centralized september time year turned another heating alternative access apartment convenient code personally confort expecting apartment,0.6421,next day
34603,12974692,451850714.0,2019-05-12,87672008.0,Helen,certainly apartment compact settle find place suitcases etc realise quite comfortable lift rare treat bed good shower hot door opening pretty narrow washing machine dryer fairly easy operate stove oven microwave work fine tv channels english supermarket downstairs winner br walk train station suitcases bit trial discovered shortcut going end platform 4 taking lift foot bridge instead tackling stairs happy days walked back station transport options start trip back station end visit much easier took 15 20 minutes wheeling large suitcase br would hesitate recommend apartment,0.9821,days
34605,12974692,454488342.0,2019-05-18,12907113.0,Judy,year extensive search properties walkable central train station nice amenities 3 day stay booked henrik place met expectations location apartment amenities building seemed safe outdoor balcony roof deck welcomed stay great weather apartment accessed first getting building using electronic fob keyless apartment door entry significant problem upon arrival building fob work able gain entry 3 times fact residents let used door certain could get back building first night ended getting dinner arrived transatlantic flight host resolve entry problem late next afternoon felt host made arrangements food provided since leave building host provide minor credit significant inconvenience despite fob problem still think best place stay close train station hope future guests problem one issue,0.959,3 day
34620,12974692,479651839.0,2019-07-01,25302590.0,Mitchell,great place short stay oslo super close main train bus stations biggest place perfectly adequate everything need couple days would stay sure,0.9468,couple days
34626,12974692,496978179.0,2019-07-28,84850300.0,Nasim,worst airbnb experience 2 months 9 countries northern europe trip br tired place apartment clean br huge complex noisy children around people playing music drinking loud till midnight br small shower heavy set people difficulty getting 175 ponds 6 feet tall difficulty gettin br hot weather stay fan would helped barely got sleep three nights br paid around 160 per night worth money spent,-0.5423,2 months 9
34635,12974692,522529071.0,2019-09-02,95321243.0,Anna,good location wifi list local amenities good oven work respond 1 full day asked partial refund spent money frozen food henrik blew called us retarted super rude good host sucks,0.7964,1 full day
34647,12974692,544826618.0,2019-10-11,29541060.0,Sandy,central location friends got quick walk henrik apt around 10 12 minutes walk station everything exactly described great stay 3 nights market right downstair convenience us buy anything need would recommend others would visit oslo,0.8658,3 nights
34653,12974692,557015715.0,2019-10-31,23242012.0,Robert,practical place stay easy walk bus train station balcony enjoyable summer straightforward check br br location marker airbnb map accurate apartment 5 10 mins southwest marked perfectly nice safe area,0.9403,summer
34674,12991995,7.114579485677627e+17,2022-09-08,429211031.0,Robert,okay stay two nights good communication host,0.5859,two nights
34681,13005078,87282558.0,2016-07-19,11101912.0,Nicolas & Jérôme,la maison eli et greg est id alement situ e 10mn du centre ville par bus 10mn de plages et 10mn pied une vallonn e et parsem e de lacs un autocar dont l arr est proximit nous conduit directement l roport br la maison est tr confortable et permet de profiter un jardin et une terrasse tr agr ables br eli une h tesse parfaite disponible et g n reuse en informations de tous ordres br notre seul regret est tre rest trop peu de temps pour profiter de tous les avantages oslo l c est r reviendra,-0.1027,10mn
34691,13005078,132720866.0,2017-02-19,10108730.0,Nina,house super cozy spacious clean communication eli perfect friends spent wonderful weekend thank,0.9618,weekend
34692,13005078,135540344.0,2017-03-05,9503812.0,Kirsti,five grownups 3 children 0 4 years old still lot space children many toys play kitchen extremely well equipped highly recommend house advantage car absolutely necessary,0.8338,0 4 years old
34699,13005078,168770008.0,2017-07-10,119711171.0,Leslie,beautiful home quiet neighborhood amenities modern lots room comfortable one bathroom really helps 5 women yard well manicured back deck wonderful place unwind host family thoughtful upon arrival probably one nicest airbnb stayed trip would definitely return given chance going stay oslo couple days highly recommend place sadly get chance explore surroundings note renting car recommended,0.9797,couple days
34712,13012543,74090553.0,2016-05-13,9777082.0,Daniel,host canceled reservation 21 days arrival automated posting,0.0,reservation 21 days
34716,13013993,300386012.0,2018-08-02,190634516.0,Andreas,host canceled reservation 12 days arrival automated posting,0.0,reservation 12 days
34718,13013993,316783065.0,2018-09-01,33632964.0,Tak,host canceled reservation 20 days arrival automated posting,0.0,reservation 20 days
34719,13013993,326883407.0,2018-09-23,85417628.0,Justine,host canceled reservation 38 days arrival automated posting,0.0,reservation 38 days
34720,13013993,448348070.0,2019-05-05,34755824.0,Ben,host canceled reservation 29 days arrival automated posting,0.0,reservation 29 days
34721,13013993,464820645.0,2019-06-06,263263334.0,Erick,host canceled reservation 19 days arrival automated posting,0.0,reservation 19 days
34729,13050713,7.085284590580851e+17,2022-09-04,118504376.0,Hollie,flat gorgeous spacious perfect long weekend would loved stay longer decoration lovely flat clean well prepared bus stop minutes away could walk shop bars 5 10 minutes would definitely stay,0.9705,long weekend
34742,13090990,89223478.0,2016-07-27,80674620.0,Liliana,host canceled reservation 5 days arrival automated posting,0.0,reservation 5 days
34743,13090990,91733336.0,2016-08-06,73811828.0,May Helen,host canceled reservation 2 days arrival automated posting,0.0,reservation 2 days
34744,13098917,78814494.0,2016-06-09,25790907.0,David,host canceled reservation 68 days arrival automated posting,0.0,reservation 68 days
34746,13098917,100926703.0,2016-09-11,93203483.0,Vadim,absolutely recommend nice cozy appartment stayed 3 days say close town plenty groceries shops nearby,0.707,3 days
34751,13098917,325229702.0,2018-09-19,209448734.0,Edmund,lovely stay apartment everything needed quiet days well easy access city centre,0.8316,days
34758,13098917,595968654.0,2020-01-21,1433005.0,Kristine,host canceled reservation 24 days arrival automated posting,0.0,reservation 24 days
